id,name,age,country,signup_date,purchase_amount,tax,total_cost
1365,User_1365,25,USA,2024-03-11,545.37,0.16,87.26
1366,User_1366,19,USA,2022-03-27,888.58,0.14,124.4
1367,User_1367,52,France,2020-11-14,46.05,0.09,4.14
1368,User_1368,59,India,2023-02-28,942.73,0.12,113.13
1369,User_1369,56,France,2021-10-31,83.0,0.07,5.81
1370,User_1370,68,UK,2023-06-20,107.35,0.07,7.51
1371,User_1371,29,Canada,2022-07-28,607.59,0.12,72.91
1372,User_1372,24,India,2022-11-04,603.62,0.18,108.65
1373,User_1373,38,Canada,2022-08-03,838.76,0.14,117.43
1374,User_1374,35,Israel,2023-07-22,187.04,0.06,11.22
1375,User_1375,45,Canada,2021-07-29,901.17,0.13,117.15
1376,User_1376,48,Japan,2020-04-05,517.2,0.06,31.03
1377,User_1377,64,,2020-03-29,277.49,0.05,13.87
1378,User_1378,63,Canada,2021-03-13,417.4,0.12,50.09
1379,User_1379,29,India,2020-07-18,274.8,0.05,13.74
1380,User_1380,44,Germany,2022-07-06,697.75,0.05,34.89
1381,User_1381,43,France,2021-09-16,349.06,0.08,27.92
1382,User_1382,36,Japan,2020-04-20,609.53,0.1,60.95
1383,User_1383,32,Israel,2023-10-08,665.49,0.07,46.58
1384,User_1384,19,Canada,2024-09-09,139.96,0.15,20.99
1385,User_1385,70,USA,2024-01-06,109.95,0.18,19.79
1386,User_1386,28,Canada,2021-03-09,966.08,0.15,144.91
1387,User_1387,61,Germany,2024-03-30,887.55,0.14,124.26
1388,User_1388,25,Israel,2021-01-27,429.34,0.17,72.99
1389,User_1389,62,UK,2021-06-03,599.01,0.12,71.88
1390,User_1390,56,France,2024-05-31,994.06,0.06,59.64
1391,User_1391,55,Israel,2022-02-25,124.52,0.12,14.94
1392,User_1392,41,Canada,2022-06-12,326.67,0.14,45.73
1393,User_1393,66,UK,2022-09-03,405.4,0.14,56.76
1394,User_1394,68,France,2024-09-05,844.54,0.15,126.68
1395,User_1395,67,Israel,2021-09-14,578.48,0.16,92.56
1396,User_1396,26,Germany,2023-10-12,623.67,0.07,43.66
1397,User_1397,66,France,2023-06-23,906.6,0.13,117.86
1398,User_1398,22,UK,2024-06-16,287.24,0.15,43.09
1399,User_1399,18,Japan,2024-03-19,496.2,0.16,79.39
1400,User_1400,30,USA,2021-05-17,154.8,0.04,6.19
1401,User_1401,31,India,2021-10-23,119.67,0.07,8.38
1402,User_1402,32,Germany,2024-02-06,850.5,0.15,127.57
1403,User_1403,62,USA,2022-02-13,681.74,0.1,68.17
1404,User_1404,35,Germany,2023-07-30,730.48,0.11,80.35
1405,User_1405,54,USA,2021-01-21,227.25,0.15,34.09
1406,User_1406,52,UK,2022-01-30,274.73,0.17,46.7
1407,User_1407,65,Canada,2024-04-15,298.0,0.07,20.86
1408,User_1408,55,USA,2022-09-30,945.11,0.16,151.22
1409,User_1409,65,France,2024-11-21,293.4,0.13,38.14
1410,User_1410,58,Germany,2021-05-22,604.84,0.07,42.34
1411,User_1411,50,India,2021-02-07,254.57,0.16,40.73
1412,User_1412,63,France,2021-10-23,765.47,0.1,76.55
1413,User_1413,19,India,2021-04-10,977.33,0.14,136.83
1414,User_1414,24,UK,2020-04-24,928.08,0.13,120.65
1415,User_1415,45,UK,2024-06-18,902.33,0.09,81.21
1416,User_1416,27,USA,2024-06-13,174.05,error,19.15
1417,User_1417,41,Canada,2020-01-05,234.02,0.06,14.04
1418,User_1418,60,Israel,2022-10-19,840.16,0.14,117.62
1419,User_1419,41,Canada,2024-11-01,362.89,0.16,58.06
1420,User_1420,20,UK,20200710,822.39,0.13,106.91
1421,User_1421,56,Canada,2020-10-02,658.63,0.07,46.1
1422,User_1422,18,Germany,2022-11-28,649.36,0.08,51.95
1423,User_1423,19,UK,2024-04-23,906.02,0.06,54.36
1424,User_1424,38,USA,2022-05-20,498.67,0.08,39.89
1425,User_1425,45,Germany,2021-03-22,343.26,0.15,51.49
1426,User_1426,18,UK,2023-05-15,461.16,0.16,73.79
1427,User_1427,39,France,2022-03-07,24.35,0.13,3.17
1428,User_1428,62,India,2020-02-14,891.05,0.04,35.64
1429,User_1429,34,USA,2020-04-10,675.53,N/A,108.08
1430,User_1430,46,UK,2022-09-20,228.34,0.14,31.97
1431,User_1431,20,Israel,2020-10-31,533.18,0.05,26.66
1432,User_1432,19,UK,2024-01-30,870.63,0.09,78.36
1433,User_1433,27,France,2022-12-13,354.16,0.18,63.75
1434,User_1434,54,Israel,2022-09-07,70.44,0.1,7.04
1435,NaN,66,UK,2022-05-21,715.37,0.16,114.46
1436,User_1436,25,UK,2024-07-13,681.72,0.11,74.99
1437,User_1437,36,USA,2023-02-27,783.31,0.11,86.16
1438,User_1438,70,Canada,2020-01-25,946.95,0.07,66.29
1439,User_1439,50,Germany,2022-07-05,90.84,0.08,7.27
1440,User_1440,52,Japan,2020-05-16,582.41,0.09,52.42
1441,User_1441,51,Israel,2024-07-27,109.44,0.09,9.85
1442,User_1442,55,Israel,2021-01-10,115.68,0.11,12.72
1443,User_1443,33,India,2020-06-23,490.35,0.16,78.46
1301,User_1301,19,Germany,2020-04-04,210.73,0.17,35.82
1445,User_1445,53,USA,2021-08-22,534.18,0.13,69.44
1446,User_1446,47,USA,2021-12-07,635.71,0.17,108.07
1447,User_1447,45,France,2023-05-23,768.22,0.06,46.09
1105,User_1105,26,USA,2022-05-28,167.6,0.11,18.44
1449,User_1449,49,Japan,2024-07-18,550.53,0.11,60.56
1450,User_1450,65,Canada,2021-11-23,565.67,0.13,73.54
1451,User_1451,50,UK,2022-09-30,973.05,0.05,48.65
1452,User_1452,32,UK,2020-09-30,575.6,0.17,97.85
1453,User_1453,150,Canada,2022-06-11,926.53,0.09,83.39
1454,User_1454,66,India,2020-09-02,342.85,0.14,48.0
1455,User_1455,45,Canada,2020-02-28,958.7,0.17,162.98
1456,User_1456,67,USA,2021-11-21,879.0,0.12,105.48
1457,User_1457,34,Japan,2024-07-23,459.94,0.16,73.59
1458,User_1458,49,Japan,2021-11-08,384.58,0.04,15.38
1459,User_1459,50,France,2022-01-24,332.63,0.06,19.96
1460,User_1460,52,UK,2021-08-21,470.26,0.06,28.22
1461,User_1461,-5,USA,2020-06-11,818.72,0.14,114.62
1462,User_1462,44,Japan,2024-08-20,536.63,0.05,26.83
1463,User_1463,31,USA,2022-07-23,317.39,0.17,53.96
1464,User_1464,64,UK,2024-02-07,958.61,0.14,134.21
1465,User_1465,70,India,2022-08-23,160.49,0.17,27.28
1466,User_1466,24,France,2021-06-04,N/A,0.12,50.46
1467,User_1467,31,France,2024-01-30,218.11,0.08,17.45
1468,User_1468,18,Japan,2022-04-05,890.86,0.1,89.09
1469,User_1469,24,Japan,2020-12-17,177.16,0.11,19.49
1470,User_1470,56,Israel,2023-01-02,65.97,0.14,9.24
1471,User_1471,62,India,2023-08-28,492.62,0.16,78.82
1472,User_1472,51,USA,2022-10-03,608.55,0.08,48.68
1473,User_1473,70,USA,2021-01-23,740.5,0.13,96.27
1474,User_1474,23,Israel,2022-01-10,32.73,0.07,2.29
1475,User_1475,24,Germany,2024-08-15,201.59,0.05,10.08
1476,User_1476,53,Israel,2021-05-18,212.63,0.17,36.15
1477,User_1477,25,UK,2024-05-13,676.5,0.17,115.01
631,User_631,49,Canada,2022-05-14,710.2,0.11,78.12
1479,User_1479,45,Israel,NaN,679.66,0.12,81.56
1480,User_1480,41,Japan,2020-06-05,412.98,0.05,20.65
1481,User_1481,47,India,2020-12-10,710.02,0.09,63.9
1482,User_1482,24,India,2021-02-18,400.94,0.17,68.16
1483,User_1483,36,India,2021-11-06,466.81,0.08,37.34
1484,User_1484,64,Japan,2020-05-04,292.48,0.1,29.25
1485,User_1485,24,France,2023-03-30,761.7,0.13,99.02
1486,User_1486,56,Japan,2021-08-11,732.87,0.13,95.27
1487,User_1487,30,France,2020-07-14,error,0.05,33.12
1488,User_1488,32,India,2020-04-18,10.53,0.08,0.84
1489,User_1489,63,Israel,2021-08-11,890.19,0.05,44.51
1490,User_1490,51,USA,2022-04-22,N/A,0.12,11.18
1491,User_1491,56,France,2023-10-07,920.18,0.15,138.03
1492,User_1492,34,USA,2020-02-12,701.34,0.14,98.19
928,User_928,70,Israel,2022-11-08,237.18,0.09,21.35
1494,User_1494,49,France,2023-05-10,154.03,0.13,20.02
1495,User_1495,26,Germany,2024-05-15,839.12,5.0,4195.6
1496,User_1496,150,UK,2020-06-18,368.34,0.04,14.73
1497,User_1497,64,UK,2021-01-08,97.42,0.05,4.87
167,User_167,39,Canada,2022-07-23,648.47,0.14,90.79
1499,User_1499,59,USA,2023-11-21,688.45,0.1,68.85
1500,User_1500,29,Israel,2021-10-05,765.49,0.08,61.24
